Customer_Name,Address,Bill_ID,Billing_Month,Area,Feeder_Type,Loadshedding_Hours_Per_Day,Units_Billed_kWh,Units_Consumed_kWh,Bill_Amount_PKR,Bill_Payment_Status,Electricity_Theft_Suspected
Sadia Soomro,"House #372, Street #3, Farsi Bagh Nawabshah",KE-FBN-202409-0102,2024-09,Farsi Bagh Nawabshah,Urban Commercial Feeder,3.5,98.5,98.5,3060,Paid,No
Bilal Bhutto,"House #43, Chowk #25, Manwabad Nawabshah",KE-MWN-202507-0151,2025-07,Manwabad Nawabshah,Semi-Urban Feeder,6.2,68.2,69.9,2170,Unpaid,No
Arslan Shah,"House #441, Block #4, Gareebabad Nawabshah",KE-GBN-202302-0009,2023-02,Gareebabad Nawabshah,Low-Income Residential Feeder,5.6,40.4,39.7,1410,Unpaid,No
Kamran Bhutto,"House #122, Block #39, Gareebabad Nawabshah",KE-GBN-202408-0097,2024-08,Gareebabad Nawabshah,Low-Income Residential Feeder,11.2,58.8,59.9,1800,Paid,No
Shazia Khaskheli,"House #254, Gali #23, University Colony Nawabshah",KE-UCN-202412-0118,2024-12,University Colony Nawabshah,Urban Residential Feeder,2.6,76.0,74.7,2390,Unpaid,No
Kamran Abbasi,"House #357, Mohalla #8, Gareebabad Nawabshah",KE-GBN-202402-0069,2024-02,Gareebabad Nawabshah,Low-Income Residential Feeder,4.9,30.8,30.1,1020,Paid,No
Sana Siddiqui,"House #215, Gali #25, Manwabad Nawabshah",KE-MWN-202401-0062,2024-01,Manwabad Nawabshah,Semi-Urban Feeder,6.1,70.2,69.3,1980,Paid,No
Rukhsana Malik,"House #158, Chowk #35, Society Colony Nawabshah",KE-SCN-202507-0154,2025-07,Society Colony Nawabshah,Urban Residential Feeder,6.1,91.5,91.7,3100,Partially Paid,No
Zainab Abbasi,"House #339, Street #45, Society Colony Nawabshah",KE-SCN-202511-0174,2025-11,Society Colony Nawabshah,Urban Residential Feeder,3.0,141.8,142.3,4220,Paid,No
Farah Sethar,"House #227, Chowk #37, Society Colony Nawabshah",KE-SCN-202507-0152,2025-07,Society Colony Nawabshah,Urban Residential Feeder,6.5,99.6,98.8,3260,Unpaid,No
Fatima Rind,"House #419, Gali #34, Gareebabad Nawabshah",KE-GBN-202502-0128,2025-02,Gareebabad Nawabshah,Low-Income Residential Feeder,4.4,50.2,96.2,1750,Unpaid,Yes
Abdul Jatoi,"House #393, Street #42, Farsi Bagh Nawabshah",KE-FBN-202401-0065,2024-01,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.3,115.3,120.0,4000,Paid,No
Imran Mahar,"House #68, Block #24, Farsi Bagh Nawabshah",KE-FBN-202412-0120,2024-12,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.2,76.9,77.2,2480,Paid,No
Shahzad Baloch,"House #9, Block #21, Gareebabad Nawabshah",KE-GBN-202306-0030,2023-06,Gareebabad Nawabshah,Low-Income Residential Feeder,13.0,69.7,143.2,2190,Unpaid,Yes
Zeeshan Bhutto,"House #53, Gali #35, Isharpura Nawabshah",KE-ISN-202402-0067,2024-02,Isharpura Nawabshah,Rural Feeder,6.4,34.5,34.4,1020,Unpaid,No
Maryam Abbasi,"House #256, Block #5, University Colony Nawabshah",KE-UCN-202412-0119,2024-12,University Colony Nawabshah,Urban Residential Feeder,4.1,134.3,138.9,4110,Paid,No
Saleem Ali,"House #200, Chowk #26, Isharpura Nawabshah",KE-ISN-202509-0161,2025-09,Isharpura Nawabshah,Rural Feeder,12.4,28.0,27.2,870,Unpaid,No
Shahzad Ali,"House #193, Mohalla #18, Manwabad Nawabshah",KE-MWN-202309-0043,2023-09,Manwabad Nawabshah,Semi-Urban Feeder,7.2,79.0,133.6,2420,Paid,Yes
Uzma Marri,"House #59, Lane #20, Society Colony Nawabshah",KE-SCN-202403-0075,2024-03,Society Colony Nawabshah,Urban Residential Feeder,2.6,59.0,61.0,1850,Paid,No
Rabia Memon,"House #316, Gali #39, Farsi Bagh Nawabshah",KE-FBN-202411-0115,2024-11,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.4,89.9,89.8,2940,Paid,No
Nida Rind,"House #399, Mohalla #40, Farsi Bagh Nawabshah",KE-FBN-202504-0139,2025-04,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.2,106.0,104.6,3640,Paid,No
Robina Panhwar,"House #390, Mohalla #19, Manwabad Nawabshah",KE-MWN-202505-0144,2025-05,Manwabad Nawabshah,Semi-Urban Feeder,8.4,58.4,57.5,1970,Paid,No
Sikandar Baloch,"House #281, Block #9, Farsi Bagh Nawabshah",KE-FBN-202505-0141,2025-05,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.1,175.8,175.9,5950,Paid,No
Fatima Ansari,"House #49, Lane #44, Gareebabad Nawabshah",KE-GBN-202407-0092,2024-07,Gareebabad Nawabshah,Low-Income Residential Feeder,14,50.3,52.8,1540,Unpaid,No
Aamir Sheikh,"House #153, Lane #23, Gareebabad Nawabshah",KE-GBN-202312-0057,2023-12,Gareebabad Nawabshah,Low-Income Residential Feeder,6.8,54.4,54.4,1560,Paid,No
Sikandar Pathan,"House #327, Lane #31, Gareebabad Nawabshah",KE-GBN-202308-0036,2023-08,Gareebabad Nawabshah,Low-Income Residential Feeder,12.7,53.1,81.2,1610,Unpaid,Yes
Danish Shah,"House #418, Block #31, Society Colony Nawabshah",KE-SCN-202308-0037,2023-08,Society Colony Nawabshah,Urban Residential Feeder,3.7,64.3,62.5,2150,Partially Paid,No
Fahad Chachar,"House #103, Road #12, Society Colony Nawabshah",KE-SCN-202310-0046,2023-10,Society Colony Nawabshah,Urban Residential Feeder,3.4,71.2,69.2,2250,Paid,No
Shoaib Soomro,"House #216, Gali #40, Isharpura Nawabshah",KE-ISN-202405-0082,2024-05,Isharpura Nawabshah,Rural Feeder,14,40.7,40.7,1150,Paid,No
Faisal Marri,"House #444, Lane #42, Society Colony Nawabshah",KE-SCN-202306-0030,2023-06,Society Colony Nawabshah,Urban Residential Feeder,3.1,75.8,79.2,2640,Paid,No
Hina Malik,"House #182, Chowk #31, Isharpura Nawabshah",KE-ISN-202501-0124,2025-01,Isharpura Nawabshah,Rural Feeder,5.3,62.2,84.4,1930,Unpaid,Yes
Haris Chandio,"House #157, Road #1, Gareebabad Nawabshah",KE-GBN-202512-0179,2025-12,Gareebabad Nawabshah,Low-Income Residential Feeder,6.7,72.4,70.9,2100,Paid,No
Sana Bhutto,"House #333, Road #48, Society Colony Nawabshah",KE-SCN-202409-0102,2024-09,Society Colony Nawabshah,Urban Residential Feeder,4.7,67.1,70.2,2130,Paid,No
Bushra Khaskheli,"House #230, Lane #10, Gareebabad Nawabshah",KE-GBN-202302-0008,2023-02,Gareebabad Nawabshah,Low-Income Residential Feeder,6.8,34.1,60.0,1190,Unpaid,Yes
Uzma Jatoi,"House #35, Mohalla #42, Society Colony Nawabshah",KE-SCN-202508-0156,2025-08,Society Colony Nawabshah,Urban Residential Feeder,4.9,66.7,66.3,1930,Paid,No
Naila Khan,"House #324, Lane #11, Gareebabad Nawabshah",KE-GBN-202303-0012,2023-03,Gareebabad Nawabshah,Low-Income Residential Feeder,8.8,46.5,48.2,1540,Paid,No
Naila Bijarani,"House #318, Street #14, Isharpura Nawabshah",KE-ISN-202504-0137,2025-04,Isharpura Nawabshah,Rural Feeder,11.7,60.7,61.6,1940,Partially Paid,No
Hina Baloch,"House #235, Road #20, Farsi Bagh Nawabshah",KE-FBN-202506-0149,2025-06,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.8,112.3,109.2,3780,Paid,No
Bilal Jamali,"House #218, Street #1, Isharpura Nawabshah",KE-ISN-202410-0109,2024-10,Isharpura Nawabshah,Rural Feeder,8.9,35.5,34.7,1220,Paid,No
Shoaib Rajput,"House #347, Block #29, Gareebabad Nawabshah",KE-GBN-202311-0055,2023-11,Gareebabad Nawabshah,Low-Income Residential Feeder,6.7,51.2,51.2,1620,Paid,No
Junaid Ali,"House #160, Street #28, Society Colony Nawabshah",KE-SCN-202412-0116,2024-12,Society Colony Nawabshah,Urban Residential Feeder,3.4,122.9,125.6,3870,Paid,No
Kamran Chachar,"House #327, Mohalla #8, Isharpura Nawabshah",KE-ISN-202509-0165,2025-09,Isharpura Nawabshah,Rural Feeder,11.2,28.0,27.6,930,Unpaid,No
Tariq Chachar,"House #18, Street #8, Gareebabad Nawabshah",KE-GBN-202309-0043,2023-09,Gareebabad Nawabshah,Low-Income Residential Feeder,6.6,55.1,55.5,1670,Unpaid,No
Zeeshan Ali,"House #340, Chowk #25, University Colony Nawabshah",KE-UCN-202308-0040,2023-08,University Colony Nawabshah,Urban Residential Feeder,3.3,79.8,79.2,2610,Paid,No
Arslan Bhurgri,"House #133, Lane #8, Isharpura Nawabshah",KE-ISN-202310-0049,2023-10,Isharpura Nawabshah,Rural Feeder,6.8,36.0,35.4,1030,Unpaid,No
Shazia Qureshi,"House #208, Mohalla #43, University Colony Nawabshah",KE-UCN-202505-0143,2025-05,University Colony Nawabshah,Urban Residential Feeder,7.0,155.3,152.1,4750,Paid,No
Owais Mahar,"House #95, Block #10, Isharpura Nawabshah",KE-ISN-202304-0018,2023-04,Isharpura Nawabshah,Rural Feeder,11.2,48.7,48.5,1400,Unpaid,No
Sara Baloch,"House #286, Lane #8, Farsi Bagh Nawabshah",KE-FBN-202410-0109,2024-10,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.3,128.5,133.8,4390,Paid,No
Farah Panhwar,"House #117, Gali #9, Farsi Bagh Nawabshah",KE-FBN-202510-0167,2025-10,Farsi Bagh Nawabshah,Urban Commercial Feeder,4.0,160.9,165.2,5260,Paid,No
Bilal Rind,"House #74, Chowk #50, Isharpura Nawabshah",KE-ISN-202404-0076,2024-04,Isharpura Nawabshah,Rural Feeder,7.6,31.9,55.2,1040,Unpaid,Yes
Talha Soomro,"House #246, Gali #23, Society Colony Nawabshah",KE-SCN-202401-0062,2024-01,Society Colony Nawabshah,Urban Residential Feeder,2.3,127.5,132.1,3970,Partially Paid,No
Nadia Malik,"House #193, Street #27, Isharpura Nawabshah",KE-ISN-202312-0057,2023-12,Isharpura Nawabshah,Rural Feeder,5.9,33.7,33.8,1050,Paid,No
Danish Sethar,"House #25, Road #21, University Colony Nawabshah",KE-UCN-202408-0098,2024-08,University Colony Nawabshah,Urban Residential Feeder,6.4,159.7,164.4,4750,Paid,No
Robina Siddiqui,"House #58, Road #2, University Colony Nawabshah",KE-UCN-202503-0134,2025-03,University Colony Nawabshah,Urban Residential Feeder,4.7,136.0,140.3,4730,Paid,No
Sumaira Baloch,"House #407, Chowk #17, Farsi Bagh Nawabshah",KE-FBN-202506-0148,2025-06,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.5,75.4,75.1,2560,Paid,No
Adnan Bhutto,"House #391, Mohalla #20, Farsi Bagh Nawabshah",KE-FBN-202407-0095,2024-07,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.6,98.9,102.2,2900,Unpaid,No
Sobia Soomro,"House #33, Street #50, Farsi Bagh Nawabshah",KE-FBN-202507-0151,2025-07,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.6,139.0,139.9,4250,Partially Paid,No
Imran Mahar,"House #37, Mohalla #1, Farsi Bagh Nawabshah",KE-FBN-202402-0066,2024-02,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.0,122.1,120.8,4090,Unpaid,No
Naveed Bhurgri,"House #78, Gali #29, Manwabad Nawabshah",KE-MWN-202307-0033,2023-07,Manwabad Nawabshah,Semi-Urban Feeder,6.5,83.3,85.0,2870,Unpaid,No
Haris Chachar,"House #7, Block #34, University Colony Nawabshah",KE-UCN-202404-0078,2024-04,University Colony Nawabshah,Urban Residential Feeder,5.7,108.2,110.5,3380,Paid,No
Bushra Jamali,"House #291, Lane #42, Manwabad Nawabshah",KE-MWN-202411-0113,2024-11,Manwabad Nawabshah,Semi-Urban Feeder,6.1,44.8,96.4,1510,Paid,Yes
Umer Mahar,"House #11, Mohalla #48, Manwabad Nawabshah",KE-MWN-202310-0050,2023-10,Manwabad Nawabshah,Semi-Urban Feeder,4.1,90.1,93.1,2690,Paid,No
Shahzad Bhurgri,"House #442, Mohalla #16, Isharpura Nawabshah",KE-ISN-202511-0175,2025-11,Isharpura Nawabshah,Rural Feeder,9.4,64.1,86.1,1850,Paid,Yes
Aamir Sheikh,"House #4, Mohalla #49, Society Colony Nawabshah",KE-SCN-202506-0150,2025-06,Society Colony Nawabshah,Urban Residential Feeder,5.1,112.5,112.8,3930,Paid,No
Owais Panhwar,"House #352, Block #2, Manwabad Nawabshah",KE-MWN-202511-0175,2025-11,Manwabad Nawabshah,Semi-Urban Feeder,5.0,85.9,87.0,2870,Unpaid,No
Zainab Chachar,"House #367, Chowk #40, Manwabad Nawabshah",KE-MWN-202506-0149,2025-06,Manwabad Nawabshah,Semi-Urban Feeder,9.2,96.1,97.6,2710,Unpaid,No
Shabana Shah,"House #277, Street #31, University Colony Nawabshah",KE-UCN-202402-0068,2024-02,University Colony Nawabshah,Urban Residential Feeder,4.1,144.5,150.9,4650,Paid,No
Farah Baloch,"House #195, Mohalla #21, Gareebabad Nawabshah",KE-GBN-202407-0093,2024-07,Gareebabad Nawabshah,Low-Income Residential Feeder,12.0,34.8,36.3,1180,Partially Paid,No
Sikandar Shah,"House #190, Chowk #48, Isharpura Nawabshah",KE-ISN-202406-0086,2024-06,Isharpura Nawabshah,Rural Feeder,14,53.9,52.6,1530,Unpaid,No
Naveed Abbasi,"House #112, Gali #17, Manwabad Nawabshah",KE-MWN-202410-0110,2024-10,Manwabad Nawabshah,Semi-Urban Feeder,6.0,62.9,64.6,1920,Paid,No
Maryam Sethar,"House #91, Chowk #8, Farsi Bagh Nawabshah",KE-FBN-202311-0055,2023-11,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.2,178.8,180.2,5830,Paid,No
Adnan Shah,"House #81, Block #30, Farsi Bagh Nawabshah",KE-FBN-202502-0126,2025-02,Farsi Bagh Nawabshah,Urban Commercial Feeder,0.8,175.0,173.1,5900,Partially Paid,No
Noman Abbasi,"House #12, Chowk #15, Farsi Bagh Nawabshah",KE-FBN-202402-0069,2024-02,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.9,186.9,193.1,5570,Paid,No
Sobia Ansari,"House #365, Block #44, Isharpura Nawabshah",KE-ISN-202503-0131,2025-03,Isharpura Nawabshah,Rural Feeder,6.8,43.3,77.9,1320,Partially Paid,Yes
Iqra Ansari,"House #20, Gali #7, University Colony Nawabshah",KE-UCN-202411-0114,2024-11,University Colony Nawabshah,Urban Residential Feeder,4.5,68.8,71.3,2030,Paid,No
Maryam Panhwar,"House #398, Street #1, Society Colony Nawabshah",KE-SCN-202401-0065,2024-01,Society Colony Nawabshah,Urban Residential Feeder,2.6,94.2,93.8,3140,Paid,No
Asma Qureshi,"House #442, Mohalla #43, Manwabad Nawabshah",KE-MWN-202509-0163,2025-09,Manwabad Nawabshah,Semi-Urban Feeder,6.3,80.4,172.9,2810,Partially Paid,Yes
Owais Rind,"House #158, Block #16, University Colony Nawabshah",KE-UCN-202303-0012,2023-03,University Colony Nawabshah,Urban Residential Feeder,3.8,125.9,128.8,4390,Partially Paid,No
Danish Shah,"House #79, Lane #38, Manwabad Nawabshah",KE-MWN-202305-0022,2023-05,Manwabad Nawabshah,Semi-Urban Feeder,8.5,94.4,94.9,2960,Paid,No
Sara Bhurgri,"House #416, Road #47, Society Colony Nawabshah",KE-SCN-202512-0179,2025-12,Society Colony Nawabshah,Urban Residential Feeder,2.9,119.0,124.0,4120,Paid,No
Ahmed Rajput,"House #131, Block #39, Isharpura Nawabshah",KE-ISN-202510-0166,2025-10,Isharpura Nawabshah,Rural Feeder,6.8,26.5,26.2,910,Partially Paid,No
Abdul Jamali,"House #364, Lane #32, University Colony Nawabshah",KE-UCN-202404-0076,2024-04,University Colony Nawabshah,Urban Residential Feeder,5.3,88.8,92.7,3070,Partially Paid,No
Umer Mahar,"House #26, Lane #37, Manwabad Nawabshah",KE-MWN-202303-0013,2023-03,Manwabad Nawabshah,Semi-Urban Feeder,5.4,67.0,65.4,2000,Paid,No
Salman Chachar,"House #287, Road #50, Society Colony Nawabshah",KE-SCN-202301-0001,2023-01,Society Colony Nawabshah,Urban Residential Feeder,2.9,95.4,94.0,3080,Paid,No
Shahzad Chandio,"House #5, Block #49, Gareebabad Nawabshah",KE-GBN-202511-0173,2025-11,Gareebabad Nawabshah,Low-Income Residential Feeder,8.1,41.2,76.4,1190,Unpaid,Yes
Rizwan Malik,"House #161, Mohalla #33, Farsi Bagh Nawabshah",KE-FBN-202512-0176,2025-12,Farsi Bagh Nawabshah,Urban Commercial Feeder,0.8,79.9,78.6,2290,Paid,No
Bushra Ali,"House #388, Street #32, University Colony Nawabshah",KE-UCN-202403-0071,2024-03,University Colony Nawabshah,Urban Residential Feeder,3.4,124.3,129.2,4280,Paid,No
Rukhsana Soomro,"House #149, Road #19, Manwabad Nawabshah",KE-MWN-202406-0086,2024-06,Manwabad Nawabshah,Semi-Urban Feeder,9.9,47.6,48.0,1640,Paid,No
Imran Chachar,"House #395, Road #47, Farsi Bagh Nawabshah",KE-FBN-202512-0179,2025-12,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.7,166.6,167.8,4670,Paid,No
Usman Bhurgri,"House #88, Chowk #36, Gareebabad Nawabshah",KE-GBN-202305-0025,2023-05,Gareebabad Nawabshah,Low-Income Residential Feeder,10.4,59.2,92.6,2050,Paid,Yes
Usman Rajput,"House #320, Gali #8, Manwabad Nawabshah",KE-MWN-202305-0023,2023-05,Manwabad Nawabshah,Semi-Urban Feeder,9.8,83.5,85.6,2910,Paid,No
Hamza Memon,"House #342, Road #27, Society Colony Nawabshah",KE-SCN-202312-0058,2023-12,Society Colony Nawabshah,Urban Residential Feeder,3.0,113.0,110.8,3810,Paid,No
Aamir Bijarani,"House #336, Mohalla #13, University Colony Nawabshah",KE-UCN-202401-0065,2024-01,University Colony Nawabshah,Urban Residential Feeder,3.2,77.7,81.2,2530,Unpaid,No
Yasmin Khaskheli,"House #68, Chowk #20, Gareebabad Nawabshah",KE-GBN-202409-0102,2024-09,Gareebabad Nawabshah,Low-Income Residential Feeder,10.6,51.7,51.3,1630,Partially Paid,No
Uzma Jamali,"House #304, Gali #5, Society Colony Nawabshah",KE-SCN-202408-0100,2024-08,Society Colony Nawabshah,Urban Residential Feeder,3.2,59.0,59.7,1940,Paid,No
Shahzad Solangi,"House #286, Street #42, Farsi Bagh Nawabshah",KE-FBN-202504-0136,2025-04,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.3,113.1,112.4,3400,Paid,No
Kashif Siddiqui,"House #237, Chowk #6, Gareebabad Nawabshah",KE-GBN-202303-0015,2023-03,Gareebabad Nawabshah,Low-Income Residential Feeder,7.2,47.9,46.7,1490,Unpaid,No
Zainab Rind,"House #205, Street #32, Manwabad Nawabshah",KE-MWN-202508-0160,2025-08,Manwabad Nawabshah,Semi-Urban Feeder,6.0,51.4,77.1,1580,Paid,Yes
Asad Chachar,"House #31, Lane #3, Isharpura Nawabshah",KE-ISN-202412-0117,2024-12,Isharpura Nawabshah,Rural Feeder,9.1,32.5,52.6,910,Paid,Yes
Sohail Sheikh,"House #209, Mohalla #23, Farsi Bagh Nawabshah",KE-FBN-202511-0174,2025-11,Farsi Bagh Nawabshah,Urban Commercial Feeder,3.4,89.8,89.8,2710,Unpaid,No
Rukhsana Khaskheli,"House #405, Block #3, Isharpura Nawabshah",KE-ISN-202409-0104,2024-09,Isharpura Nawabshah,Rural Feeder,11.9,27.3,28.1,820,Partially Paid,No
Talha Abbasi,"House #182, Street #10, Farsi Bagh Nawabshah",KE-FBN-202306-0028,2023-06,Farsi Bagh Nawabshah,Urban Commercial Feeder,5.6,79.9,83.7,2740,Paid,No
Yasmin Larik,"House #393, Mohalla #7, University Colony Nawabshah",KE-UCN-202509-0164,2025-09,University Colony Nawabshah,Urban Residential Feeder,3.6,108.8,109.9,3470,Paid,No
Sikandar Baloch,"House #344, Gali #48, Manwabad Nawabshah",KE-MWN-202308-0039,2023-08,Manwabad Nawabshah,Semi-Urban Feeder,8.2,70.4,72.4,2350,Paid,No
Sara Khan,"House #304, Gali #30, University Colony Nawabshah",KE-UCN-202502-0127,2025-02,University Colony Nawabshah,Urban Residential Feeder,2.6,66.6,64.9,2010,Paid,No
Sobia Jamali,"House #250, Gali #2, Isharpura Nawabshah",KE-ISN-202403-0071,2024-03,Isharpura Nawabshah,Rural Feeder,10.4,37.5,39.3,1160,Unpaid,No
Sikandar Jamali,"House #251, Street #5, Society Colony Nawabshah",KE-SCN-202510-0168,2025-10,Society Colony Nawabshah,Urban Residential Feeder,4.4,128.0,131.0,3760,Partially Paid,No
Hina Junejo,"House #34, Road #8, Manwabad Nawabshah",KE-MWN-202307-0034,2023-07,Manwabad Nawabshah,Semi-Urban Feeder,9.7,39.8,41.3,1240,Paid,No
Shahzad Pathan,"House #298, Road #5, Farsi Bagh Nawabshah",KE-FBN-202512-0178,2025-12,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.4,150.0,155.0,4200,Paid,No
Fatima Ansari,"House #35, Block #5, University Colony Nawabshah",KE-UCN-202411-0113,2024-11,University Colony Nawabshah,Urban Residential Feeder,5.0,121.9,169.3,4210,Paid,Yes
Saba Sheikh,"House #379, Gali #23, Gareebabad Nawabshah",KE-GBN-202310-0049,2023-10,Gareebabad Nawabshah,Low-Income Residential Feeder,8.3,64.6,65.5,1870,Unpaid,No
Samina Larik,"House #22, Road #48, Manwabad Nawabshah",KE-MWN-202310-0048,2023-10,Manwabad Nawabshah,Semi-Urban Feeder,7.5,49.8,51.8,1660,Paid,No
Samina Bhutto,"House #186, Gali #48, Isharpura Nawabshah",KE-ISN-202306-0028,2023-06,Isharpura Nawabshah,Rural Feeder,14,50.3,50.4,1440,Paid,No
Robina Pathan,"House #275, Block #25, University Colony Nawabshah",KE-UCN-202307-0035,2023-07,University Colony Nawabshah,Urban Residential Feeder,7.7,115.5,120.4,3440,Paid,No
Sobia Ansari,"House #2, Lane #24, Isharpura Nawabshah",KE-ISN-202406-0087,2024-06,Isharpura Nawabshah,Rural Feeder,11.7,39.4,41.3,1360,Partially Paid,No
Fatima Bijarani,"House #122, Street #3, University Colony Nawabshah",KE-UCN-202512-0178,2025-12,University Colony Nawabshah,Urban Residential Feeder,2.1,102.2,107.1,2930,Paid,No
Farhan Bhutto,"House #245, Gali #25, Society Colony Nawabshah",KE-SCN-202511-0173,2025-11,Society Colony Nawabshah,Urban Residential Feeder,3.5,97.8,98.3,2930,Paid,No
Danish Rind,"House #18, Block #24, Isharpura Nawabshah",KE-ISN-202507-0152,2025-07,Isharpura Nawabshah,Rural Feeder,14,40.5,64.2,1310,Unpaid,Yes
Kamran Sheikh,"House #82, Block #13, University Colony Nawabshah",KE-UCN-202503-0135,2025-03,University Colony Nawabshah,Urban Residential Feeder,3.8,138.9,142.3,4070,Paid,No
Hassan Bijarani,"House #285, Street #20, Society Colony Nawabshah",KE-SCN-202507-0153,2025-07,Society Colony Nawabshah,Urban Residential Feeder,4.6,57.7,59.7,1830,Unpaid,No
Saleem Bijarani,"House #203, Street #37, Society Colony Nawabshah",KE-SCN-202311-0051,2023-11,Society Colony Nawabshah,Urban Residential Feeder,1.5,94.8,96.9,3160,Paid,No
Naveed Soomro,"House #130, Chowk #29, Isharpura Nawabshah",KE-ISN-202404-0078,2024-04,Isharpura Nawabshah,Rural Feeder,11.8,36.4,36.9,1190,Unpaid,No
Ghulam Pathan,"House #405, Street #35, University Colony Nawabshah",KE-UCN-202303-0014,2023-03,University Colony Nawabshah,Urban Residential Feeder,2.1,76.5,78.8,2330,Paid,No
Ayesha Jatoi,"House #393, Mohalla #35, Society Colony Nawabshah",KE-SCN-202407-0091,2024-07,Society Colony Nawabshah,Urban Residential Feeder,5.1,106.9,108.1,3730,Paid,No
Sikandar Solangi,"House #56, Lane #34, University Colony Nawabshah",KE-UCN-202508-0157,2025-08,University Colony Nawabshah,Urban Residential Feeder,6.5,118.4,115.1,3860,Paid,No
Rizwan Siddiqui,"House #16, Street #32, Isharpura Nawabshah",KE-ISN-202302-0006,2023-02,Isharpura Nawabshah,Rural Feeder,8.1,32.0,45.3,940,Partially Paid,Yes
Sohail Sheikh,"House #325, Road #9, Gareebabad Nawabshah",KE-GBN-202504-0138,2025-04,Gareebabad Nawabshah,Low-Income Residential Feeder,10.1,66.3,100.9,1940,Paid,Yes
Noman Memon,"House #412, Lane #37, Manwabad Nawabshah",KE-MWN-202508-0159,2025-08,Manwabad Nawabshah,Semi-Urban Feeder,8.7,70.3,70.1,2190,Paid,No
Hina Panhwar,"House #129, Street #22, Farsi Bagh Nawabshah",KE-FBN-202303-0011,2023-03,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.1,72.6,70.7,2420,Paid,No
Sadia Memon,"House #117, Lane #1, Society Colony Nawabshah",KE-SCN-202308-0038,2023-08,Society Colony Nawabshah,Urban Residential Feeder,4.1,98.2,101.9,3150,Paid,No
Fatima Panhwar,"House #441, Street #5, Gareebabad Nawabshah",KE-GBN-202501-0125,2025-01,Gareebabad Nawabshah,Low-Income Residential Feeder,5.1,40.9,53.7,1320,Paid,Yes
Uzma Qureshi,"House #160, Street #26, Society Colony Nawabshah",KE-SCN-202405-0083,2024-05,Society Colony Nawabshah,Urban Residential Feeder,5.3,69.0,70.6,2000,Paid,No
Aamir Ansari,"House #416, Road #7, Manwabad Nawabshah",KE-MWN-202304-0019,2023-04,Manwabad Nawabshah,Semi-Urban Feeder,8.2,77.4,102.7,2520,Paid,Yes
Ghulam Solangi,"House #171, Gali #49, Society Colony Nawabshah",KE-SCN-202505-0143,2025-05,Society Colony Nawabshah,Urban Residential Feeder,6.2,114.6,118.8,3710,Paid,No
Sara Larik,"House #1, Gali #4, Gareebabad Nawabshah",KE-GBN-202509-0165,2025-09,Gareebabad Nawabshah,Low-Income Residential Feeder,8.9,54.4,56.0,1890,Partially Paid,No
Asad Khan,"House #315, Block #40, University Colony Nawabshah",KE-UCN-202306-0030,2023-06,University Colony Nawabshah,Urban Residential Feeder,6.2,105.3,106.9,3640,Paid,No
Aliya Ali,"House #97, Block #10, Society Colony Nawabshah",KE-SCN-202502-0127,2025-02,Society Colony Nawabshah,Urban Residential Feeder,2.6,112.9,115.9,3270,Paid,No
Fatima Junejo,"House #367, Block #12, Gareebabad Nawabshah",KE-GBN-202306-0027,2023-06,Gareebabad Nawabshah,Low-Income Residential Feeder,12.1,56.5,56.9,1700,Partially Paid,No
Salman Solangi,"House #29, Mohalla #13, Isharpura Nawabshah",KE-ISN-202306-0027,2023-06,Isharpura Nawabshah,Rural Feeder,14,38.5,37.9,1340,Paid,No
Adnan Khaskheli,"House #106, Gali #43, Manwabad Nawabshah",KE-MWN-202401-0064,2024-01,Manwabad Nawabshah,Semi-Urban Feeder,3.6,82.8,86.6,2460,Paid,No
Aamir Rajput,"House #77, Road #37, Farsi Bagh Nawabshah",KE-FBN-202501-0122,2025-01,Farsi Bagh Nawabshah,Urban Commercial Feeder,0.7,110.1,114.8,3380,Paid,No
Samina Siddiqui,"House #384, Mohalla #10, University Colony Nawabshah",KE-UCN-202301-0005,2023-01,University Colony Nawabshah,Urban Residential Feeder,2.7,116.0,120.5,3540,Unpaid,No
Shahzad Bhurgri,"House #245, Street #32, University Colony Nawabshah",KE-UCN-202309-0043,2023-09,University Colony Nawabshah,Urban Residential Feeder,1.9,84.7,84.5,2680,Paid,No
Shoaib Sethar,"House #92, Block #3, Isharpura Nawabshah",KE-ISN-202312-0059,2023-12,Isharpura Nawabshah,Rural Feeder,8.2,47.4,47.1,1500,Unpaid,No
